asset_id,snapshot_date,actual,predicted_probability,predicted_class,risk_probability,risk_level,risk_score,recommended_action
AST027691,2026-05-25,0,0.5463928223796977,1,0.5463928223796977,HIGH,54.64,Schedule inspection within 7 days
AST027692,2026-05-25,0,0.3554557365287349,0,0.3554557365287349,MEDIUM,35.55,Monitor asset condition
AST027684,2026-05-25,0,0.5520222791729642,1,0.5520222791729642,HIGH,55.2,Schedule inspection within 7 days
AST027713,2026-05-25,0,0.2660554960430664,0,0.2660554960430664,MEDIUM,26.61,Monitor asset condition
AST027752,2026-05-25,0,0.6896829057565299,1,0.6896829057565299,CRITICAL,68.97,Immediate inspection
AST027715,2026-05-25,0,0.5659247145397149,1,0.5659247145397149,HIGH,56.59,Schedule inspection within 7 days
AST027736,2026-05-25,0,0.001041258903186,0,0.001041258903186,LOW,0.1,Routine monitoring
AST027737,2026-05-25,0,0.0018409416822343,0,0.0018409416822343,LOW,0.18,Routine monitoring
AST027738,2026-05-25,0,0.0023976506089032,0,0.0023976506089032,LOW,0.24,Routine monitoring
AST027739,2026-05-25,0,0.343131090581778,0,0.343131090581778,MEDIUM,34.31,Monitor asset condition
AST027740,2026-05-25,0,0.5529224028426212,1,0.5529224028426212,HIGH,55.29,Schedule inspection within 7 days
AST027741,2026-05-25,0,0.0019684008964162,0,0.0019684008964162,LOW,0.2,Routine monitoring
AST027742,2026-05-25,0,0.4323610526394701,0,0.4323610526394701,HIGH,43.24,Schedule inspection within 7 days
AST027735,2026-05-25,0,0.3609785689489023,0,0.3609785689489023,MEDIUM,36.1,Monitor asset condition
AST027743,2026-05-25,0,0.4724346141357119,0,0.4724346141357119,HIGH,47.24,Schedule inspection within 7 days
AST027745,2026-05-25,0,0.3514404997881219,0,0.3514404997881219,MEDIUM,35.14,Monitor asset condition
AST027746,2026-05-25,1,0.593708605265172,1,0.593708605265172,HIGH,59.37,Schedule inspection within 7 days
AST027747,2026-05-25,0,0.4961816533454132,0,0.4961816533454132,HIGH,49.62,Schedule inspection within 7 days
AST027748,2026-05-25,0,0.6129968635483081,1,0.6129968635483081,CRITICAL,61.3,Immediate inspection
AST027749,2026-05-25,0,0.5830914959210999,1,0.5830914959210999,HIGH,58.31,Schedule inspection within 7 days
AST027750,2026-05-25,0,0.4221354295435153,0,0.4221354295435153,HIGH,42.21,Schedule inspection within 7 days
AST027751,2026-05-25,0,0.6390835664221607,1,0.6390835664221607,CRITICAL,63.91,Immediate inspection
AST027744,2026-05-25,0,0.0018241137752423,0,0.0018241137752423,LOW,0.18,Routine monitoring
AST027714,2026-05-25,0,0.2533537581071612,0,0.2533537581071612,MEDIUM,25.34,Monitor asset condition
AST027734,2026-05-25,0,0.3963361995054158,0,0.3963361995054158,MEDIUM,39.63,Monitor asset condition
AST027732,2026-05-25,0,0.4567177100053523,0,0.4567177100053523,HIGH,45.67,Schedule inspection within 7 days
AST027716,2026-05-25,0,0.3281805946944405,0,0.3281805946944405,MEDIUM,32.82,Monitor asset condition
AST027717,2026-05-25,0,0.398539187093578,0,0.398539187093578,MEDIUM,39.85,Monitor asset condition
AST027718,2026-05-25,0,0.3766156538219444,0,0.3766156538219444,MEDIUM,37.66,Monitor asset condition
AST027719,2026-05-25,1,0.4486820987494406,0,0.4486820987494406,HIGH,44.87,Schedule inspection within 7 days
AST027720,2026-05-25,0,0.2246247962363187,0,0.2246247962363187,MEDIUM,22.46,Monitor asset condition
AST027721,2026-05-25,0,0.0022086987874226,0,0.0022086987874226,LOW,0.22,Routine monitoring
AST027722,2026-05-25,0,0.5453336664946193,1,0.5453336664946193,HIGH,54.53,Schedule inspection within 7 days
AST027733,2026-05-25,0,0.13640270368135,0,0.13640270368135,LOW,13.64,Routine monitoring
AST027723,2026-05-25,0,0.4903345464146725,0,0.4903345464146725,HIGH,49.03,Schedule inspection within 7 days
AST027725,2026-05-25,0,0.0019351019394299,0,0.0019351019394299,LOW,0.19,Routine monitoring
AST027726,2026-05-25,0,0.4808957765570229,0,0.4808957765570229,HIGH,48.09,Schedule inspection within 7 days
AST027727,2026-05-25,0,0.3359603281217221,0,0.3359603281217221,MEDIUM,33.6,Monitor asset condition
AST027728,2026-05-25,0,0.6717731982842231,1,0.6717731982842231,CRITICAL,67.18,Immediate inspection
AST027729,2026-05-25,0,0.0005470632694946,0,0.0005470632694946,LOW,0.05,Routine monitoring
AST027730,2026-05-25,0,0.5407888156570971,1,0.5407888156570971,HIGH,54.08,Schedule inspection within 7 days
AST027731,2026-05-25,0,0.649732009449702,1,0.649732009449702,CRITICAL,64.97,Immediate inspection
AST027724,2026-05-25,0,0.0012413887996975,0,0.0012413887996975,LOW,0.12,Routine monitoring
AST027675,2026-05-25,0,0.5708880491733462,1,0.5708880491733462,HIGH,57.09,Schedule inspection within 7 days
AST027595,2026-05-25,0,0.0014488282241228,0,0.0014488282241228,LOW,0.14,Routine monitoring
AST027673,2026-05-25,0,0.3672380866277701,0,0.3672380866277701,MEDIUM,36.72,Monitor asset condition
AST027616,2026-05-25,0,0.5683113474067517,1,0.5683113474067517,HIGH,56.83,Schedule inspection within 7 days
AST027617,2026-05-25,0,0.3311774717675259,0,0.3311774717675259,MEDIUM,33.12,Monitor asset condition
AST027618,2026-05-25,0,0.3492804210506844,0,0.3492804210506844,MEDIUM,34.93,Monitor asset condition
AST027619,2026-05-25,0,0.4419564118680312,0,0.4419564118680312,HIGH,44.2,Schedule inspection within 7 days
AST027620,2026-05-25,0,0.447378063163969,0,0.447378063163969,HIGH,44.74,Schedule inspection within 7 days
AST027621,2026-05-25,0,0.5802526665716375,1,0.5802526665716375,HIGH,58.03,Schedule inspection within 7 days
AST027622,2026-05-25,0,0.6387225917294892,1,0.6387225917294892,CRITICAL,63.87,Immediate inspection
AST027615,2026-05-25,0,0.4632124991743169,0,0.4632124991743169,HIGH,46.32,Schedule inspection within 7 days
AST027623,2026-05-25,0,0.3641942343422931,0,0.3641942343422931,MEDIUM,36.42,Monitor asset condition
AST027625,2026-05-25,0,0.3253808629243872,0,0.3253808629243872,MEDIUM,32.54,Monitor asset condition
AST027626,2026-05-25,0,0.3361297383651368,0,0.3361297383651368,MEDIUM,33.61,Monitor asset condition
AST027627,2026-05-25,0,0.4897285218368675,0,0.4897285218368675,HIGH,48.97,Schedule inspection within 7 days
AST027628,2026-05-25,0,0.0014271418607297,0,0.0014271418607297,LOW,0.14,Routine monitoring
AST027629,2026-05-25,0,0.6445631193121637,1,0.6445631193121637,CRITICAL,64.46,Immediate inspection
AST027630,2026-05-25,0,0.3902263330993532,0,0.3902263330993532,MEDIUM,39.02,Monitor asset condition
AST027631,2026-05-25,0,0.2644906906385919,0,0.2644906906385919,MEDIUM,26.45,Monitor asset condition
AST027624,2026-05-25,0,0.5363821114914388,1,0.5363821114914388,HIGH,53.64,Schedule inspection within 7 days
AST027614,2026-05-25,0,0.4688352997654503,0,0.4688352997654503,HIGH,46.88,Schedule inspection within 7 days
AST027613,2026-05-25,0,0.0024564993739824,0,0.0024564993739824,LOW,0.25,Routine monitoring
AST027612,2026-05-25,0,0.6108944498129717,1,0.6108944498129717,CRITICAL,61.09,Immediate inspection
AST027753,2026-05-25,0,0.0018885299108325,0,0.0018885299108325,LOW,0.19,Routine monitoring
AST027596,2026-05-25,0,0.5900236474206566,1,0.5900236474206566,HIGH,59.0,Schedule inspection within 7 days
AST027597,2026-05-25,0,0.4476779949858482,0,0.4476779949858482,HIGH,44.77,Schedule inspection within 7 days
AST027598,2026-05-25,0,0.4759769261176133,0,0.4759769261176133,HIGH,47.6,Schedule inspection within 7 days
AST027599,2026-05-25,0,0.5995704352034709,1,0.5995704352034709,HIGH,59.96,Schedule inspection within 7 days
AST027600,2026-05-25,0,0.0017026570920567,0,0.0017026570920567,LOW,0.17,Routine monitoring
AST027601,2026-05-25,0,0.0011023849747184,0,0.0011023849747184,LOW,0.11,Routine monitoring
AST027602,2026-05-25,0,0.4732285707359637,0,0.4732285707359637,HIGH,47.32,Schedule inspection within 7 days
AST027603,2026-05-25,0,0.6022267846360152,1,0.6022267846360152,CRITICAL,60.22,Immediate inspection
AST027604,2026-05-25,0,0.4396603697819307,0,0.4396603697819307,HIGH,43.97,Schedule inspection within 7 days
AST027605,2026-05-25,0,0.3657010858971015,0,0.3657010858971015,MEDIUM,36.57,Monitor asset condition
AST027606,2026-05-25,0,0.0011255116685674,0,0.0011255116685674,LOW,0.11,Routine monitoring
AST027607,2026-05-25,0,0.3612241497822877,0,0.3612241497822877,MEDIUM,36.12,Monitor asset condition
AST027608,2026-05-25,0,0.6077012263068005,1,0.6077012263068005,CRITICAL,60.77,Immediate inspection
AST027609,2026-05-25,1,0.3732924058786009,0,0.3732924058786009,MEDIUM,37.33,Monitor asset condition
AST027610,2026-05-25,0,0.590884088096411,1,0.590884088096411,HIGH,59.09,Schedule inspection within 7 days
AST027611,2026-05-25,0,0.5915043373370698,1,0.5915043373370698,HIGH,59.15,Schedule inspection within 7 days
AST027632,2026-05-25,0,0.5776362071995738,1,0.5776362071995738,HIGH,57.76,Schedule inspection within 7 days
AST027674,2026-05-25,0,0.6545600864297124,1,0.6545600864297124,CRITICAL,65.46,Immediate inspection
AST027633,2026-05-25,0,0.4112119668015889,0,0.4112119668015889,HIGH,41.12,Schedule inspection within 7 days
AST027635,2026-05-25,0,0.3859515650702379,0,0.3859515650702379,MEDIUM,38.6,Monitor asset condition
AST027657,2026-05-25,0,0.5702026951586749,1,0.5702026951586749,HIGH,57.02,Schedule inspection within 7 days
AST027658,2026-05-25,0,0.5460359295823669,1,0.5460359295823669,HIGH,54.6,Schedule inspection within 7 days
AST027659,2026-05-25,0,0.0023693737944499,0,0.0023693737944499,LOW,0.24,Routine monitoring
AST027660,2026-05-25,0,0.2540931665721513,0,0.2540931665721513,MEDIUM,25.41,Monitor asset condition
AST027661,2026-05-25,0,0.5068595377381695,1,0.5068595377381695,HIGH,50.69,Schedule inspection within 7 days
AST027662,2026-05-25,0,0.2061493334732416,0,0.2061493334732416,MEDIUM,20.61,Monitor asset condition
AST027663,2026-05-25,0,0.5990474384057436,1,0.5990474384057436,HIGH,59.9,Schedule inspection within 7 days
AST027656,2026-05-25,0,0.2762826935718882,0,0.2762826935718882,MEDIUM,27.63,Monitor asset condition
AST027664,2026-05-25,1,0.3651265563446004,0,0.3651265563446004,MEDIUM,36.51,Monitor asset condition
AST027666,2026-05-25,0,0.5685058011735655,1,0.5685058011735655,HIGH,56.85,Schedule inspection within 7 days
AST027667,2026-05-25,0,0.3709231347403096,0,0.3709231347403096,MEDIUM,37.09,Monitor asset condition
AST027668,2026-05-25,0,0.2413655300438961,0,0.2413655300438961,MEDIUM,24.14,Monitor asset condition
AST027669,2026-05-25,0,0.4793145205996425,0,0.4793145205996425,HIGH,47.93,Schedule inspection within 7 days
AST027670,2026-05-25,0,0.4069172106649016,0,0.4069172106649016,HIGH,40.69,Schedule inspection within 7 days
AST027671,2026-05-25,0,0.3677672583415687,0,0.3677672583415687,MEDIUM,36.78,Monitor asset condition
AST027672,2026-05-25,0,0.4811424204417504,0,0.4811424204417504,HIGH,48.11,Schedule inspection within 7 days
AST027665,2026-05-25,0,0.3097332149578747,0,0.3097332149578747,MEDIUM,30.97,Monitor asset condition
AST027655,2026-05-25,0,0.5569273431174723,1,0.5569273431174723,HIGH,55.69,Schedule inspection within 7 days
AST027654,2026-05-25,0,0.3328920289423918,0,0.3328920289423918,MEDIUM,33.29,Monitor asset condition
AST027653,2026-05-25,0,0.4003835591248409,0,0.4003835591248409,HIGH,40.04,Schedule inspection within 7 days
AST027636,2026-05-25,1,0.5153892061305423,1,0.5153892061305423,HIGH,51.54,Schedule inspection within 7 days
AST027637,2026-05-25,0,0.0009914715338317,0,0.0009914715338317,LOW,0.1,Routine monitoring
AST027638,2026-05-25,0,0.5876618597723562,1,0.5876618597723562,HIGH,58.77,Schedule inspection within 7 days
AST027639,2026-05-25,0,0.6382992432760812,1,0.6382992432760812,CRITICAL,63.83,Immediate inspection
AST027640,2026-05-25,0,0.4745121530276034,0,0.4745121530276034,HIGH,47.45,Schedule inspection within 7 days
AST027641,2026-05-25,0,0.0013296077334643,0,0.0013296077334643,LOW,0.13,Routine monitoring
AST027642,2026-05-25,0,0.2323302439591908,0,0.2323302439591908,MEDIUM,23.23,Monitor asset condition
AST027643,2026-05-25,0,0.6452127950412043,1,0.6452127950412043,CRITICAL,64.52,Immediate inspection
AST027644,2026-05-25,1,0.6123862211848154,1,0.6123862211848154,CRITICAL,61.24,Immediate inspection
AST027645,2026-05-25,0,0.4985503580538409,0,0.4985503580538409,HIGH,49.86,Schedule inspection within 7 days
AST027646,2026-05-25,0,0.2737535895212215,0,0.2737535895212215,MEDIUM,27.38,Monitor asset condition
AST027647,2026-05-25,0,0.5481774961477316,1,0.5481774961477316,HIGH,54.82,Schedule inspection within 7 days
AST027648,2026-05-25,0,0.3672939516915747,0,0.3672939516915747,MEDIUM,36.73,Monitor asset condition
AST027649,2026-05-25,0,0.4886621501854551,0,0.4886621501854551,HIGH,48.87,Schedule inspection within 7 days
AST027650,2026-05-25,0,0.5046151968815353,1,0.5046151968815353,HIGH,50.46,Schedule inspection within 7 days
AST027651,2026-05-25,0,0.649234328834581,1,0.649234328834581,CRITICAL,64.92,Immediate inspection
AST027652,2026-05-25,0,0.6254085869986633,1,0.6254085869986633,CRITICAL,62.54,Immediate inspection
AST027634,2026-05-25,0,0.2473367725288516,0,0.2473367725288516,MEDIUM,24.73,Monitor asset condition
AST027754,2026-05-25,0,0.5026181547628131,1,0.5026181547628131,HIGH,50.26,Schedule inspection within 7 days
AST027835,2026-05-25,0,0.5622664830237478,1,0.5622664830237478,HIGH,56.23,Schedule inspection within 7 days
AST027756,2026-05-25,0,0.4146772361596255,0,0.4146772361596255,HIGH,41.47,Schedule inspection within 7 days
AST027859,2026-05-25,0,0.6455769172985243,1,0.6455769172985243,CRITICAL,64.56,Immediate inspection
AST027860,2026-05-25,0,0.3118240335864636,0,0.3118240335864636,MEDIUM,31.18,Monitor asset condition
AST027861,2026-05-25,0,0.5712254913257654,1,0.5712254913257654,HIGH,57.12,Schedule inspection within 7 days
AST027862,2026-05-25,0,0.4204300937792545,0,0.4204300937792545,HIGH,42.04,Schedule inspection within 7 days
AST027863,2026-05-25,0,0.4107015997996691,0,0.4107015997996691,HIGH,41.07,Schedule inspection within 7 days
AST027864,2026-05-25,1,0.5363593745212129,1,0.5363593745212129,HIGH,53.64,Schedule inspection within 7 days
AST027865,2026-05-25,0,0.646120896544571,1,0.646120896544571,CRITICAL,64.61,Immediate inspection
AST027858,2026-05-25,0,0.0020994966977236,0,0.0020994966977236,LOW,0.21,Routine monitoring
AST027866,2026-05-25,0,0.4239877706719044,0,0.4239877706719044,HIGH,42.4,Schedule inspection within 7 days
AST027868,2026-05-25,0,0.5856130103858112,1,0.5856130103858112,HIGH,58.56,Schedule inspection within 7 days
AST027869,2026-05-25,0,0.3189609127664167,0,0.3189609127664167,MEDIUM,31.9,Monitor asset condition
AST027870,2026-05-25,0,0.5101409700619215,1,0.5101409700619215,HIGH,51.01,Schedule inspection within 7 days
AST027871,2026-05-25,0,0.0019938026403977,0,0.0019938026403977,LOW,0.2,Routine monitoring
AST027872,2026-05-25,0,0.4660068837698584,0,0.4660068837698584,HIGH,46.6,Schedule inspection within 7 days
AST027873,2026-05-25,0,0.5374479473636709,1,0.5374479473636709,HIGH,53.74,Schedule inspection within 7 days
AST027874,2026-05-25,0,0.269057580756535,0,0.269057580756535,MEDIUM,26.91,Monitor asset condition
AST027867,2026-05-25,0,0.6000722992347335,1,0.6000722992347335,CRITICAL,60.01,Immediate inspection
AST027875,2026-05-25,0,0.5164536885703436,1,0.5164536885703436,HIGH,51.65,Schedule inspection within 7 days
AST027857,2026-05-25,0,0.2476282524502524,0,0.2476282524502524,MEDIUM,24.76,Monitor asset condition
AST027855,2026-05-25,0,0.4428406213340592,0,0.4428406213340592,HIGH,44.28,Schedule inspection within 7 days
AST027839,2026-05-25,0,0.6318408853127553,1,0.6318408853127553,CRITICAL,63.18,Immediate inspection
AST027840,2026-05-25,0,0.3239342302174517,0,0.3239342302174517,MEDIUM,32.39,Monitor asset condition
AST027841,2026-05-25,0,0.5594981652017422,1,0.5594981652017422,HIGH,55.95,Schedule inspection within 7 days
AST027842,2026-05-25,0,0.5826827431217696,1,0.5826827431217696,HIGH,58.27,Schedule inspection within 7 days
AST027843,2026-05-25,0,0.0029005369602287,0,0.0029005369602287,LOW,0.29,Routine monitoring
AST027844,2026-05-25,0,0.00197159668195,0,0.00197159668195,LOW,0.2,Routine monitoring
AST027845,2026-05-25,0,0.3503059168779913,0,0.3503059168779913,MEDIUM,35.03,Monitor asset condition
AST027856,2026-05-25,0,0.545852491072773,1,0.545852491072773,HIGH,54.59,Schedule inspection within 7 days
AST027846,2026-05-25,0,0.0020675153947887,0,0.0020675153947887,LOW,0.21,Routine monitoring
AST027848,2026-05-25,0,0.3151929208662444,0,0.3151929208662444,MEDIUM,31.52,Monitor asset condition
AST027849,2026-05-25,0,0.4537213307278153,0,0.4537213307278153,HIGH,45.37,Schedule inspection within 7 days
AST027850,2026-05-25,0,0.5126007098054773,1,0.5126007098054773,HIGH,51.26,Schedule inspection within 7 days
AST027851,2026-05-25,0,0.3694879713863335,0,0.3694879713863335,MEDIUM,36.95,Monitor asset condition
AST027852,2026-05-25,0,0.001740189143898,0,0.001740189143898,LOW,0.17,Routine monitoring
AST027853,2026-05-25,0,0.521339481999279,1,0.521339481999279,HIGH,52.13,Schedule inspection within 7 days
AST027854,2026-05-25,0,0.5240508940946302,1,0.5240508940946302,HIGH,52.41,Schedule inspection within 7 days
AST027847,2026-05-25,0,0.4872934529478439,0,0.4872934529478439,HIGH,48.73,Schedule inspection within 7 days
AST027876,2026-05-25,0,0.4463605940954999,0,0.4463605940954999,HIGH,44.64,Schedule inspection within 7 days
AST027877,2026-05-25,0,0.4555710341850997,0,0.4555710341850997,HIGH,45.56,Schedule inspection within 7 days
AST027878,2026-05-25,0,0.0005800074209036,0,0.0005800074209036,LOW,0.06,Routine monitoring
AST027900,2026-05-25,0,0.0011750524214227,0,0.0011750524214227,LOW,0.12,Routine monitoring
AST027901,2026-05-25,0,0.5859703947069433,1,0.5859703947069433,HIGH,58.6,Schedule inspection within 7 days
AST027902,2026-05-25,0,0.0018506197167566,0,0.0018506197167566,LOW,0.19,Routine monitoring
AST027903,2026-05-25,0,0.4770776743364074,0,0.4770776743364074,HIGH,47.71,Schedule inspection within 7 days
AST027904,2026-05-25,0,0.604391901431055,1,0.604391901431055,CRITICAL,60.44,Immediate inspection
AST027905,2026-05-25,0,0.3624825261349745,0,0.3624825261349745,MEDIUM,36.25,Monitor asset condition
AST027906,2026-05-25,0,0.5736687755425856,1,0.5736687755425856,HIGH,57.37,Schedule inspection within 7 days
AST027899,2026-05-25,0,0.0008840687552866,0,0.0008840687552866,LOW,0.09,Routine monitoring
AST027907,2026-05-25,0,0.0030409698501513,0,0.0030409698501513,LOW,0.3,Routine monitoring
AST027909,2026-05-25,0,0.3698574182197612,0,0.3698574182197612,MEDIUM,36.99,Monitor asset condition
AST027910,2026-05-25,1,0.3990756096419474,0,0.3990756096419474,MEDIUM,39.91,Monitor asset condition
AST027911,2026-05-25,0,0.4878821307476488,0,0.4878821307476488,HIGH,48.79,Schedule inspection within 7 days
AST027912,2026-05-25,0,0.5797353325526039,1,0.5797353325526039,HIGH,57.97,Schedule inspection within 7 days
AST027913,2026-05-25,0,0.5036199798392001,1,0.5036199798392001,HIGH,50.36,Schedule inspection within 7 days
AST027914,2026-05-25,1,0.3020362046655331,0,0.3020362046655331,MEDIUM,30.2,Monitor asset condition
AST027915,2026-05-25,0,0.5488538956594703,1,0.5488538956594703,HIGH,54.89,Schedule inspection within 7 days
AST027908,2026-05-25,0,0.5279942477439636,1,0.5279942477439636,HIGH,52.8,Schedule inspection within 7 days
AST027898,2026-05-25,1,0.3410463241754204,0,0.3410463241754204,MEDIUM,34.1,Monitor asset condition
AST027897,2026-05-25,0,0.5453697822165461,1,0.5453697822165461,HIGH,54.54,Schedule inspection within 7 days
AST027896,2026-05-25,0,0.2745976872203344,0,0.2745976872203344,MEDIUM,27.46,Monitor asset condition
AST027879,2026-05-25,0,0.552415043432908,1,0.552415043432908,HIGH,55.24,Schedule inspection within 7 days
AST027880,2026-05-25,0,0.5012389292623967,1,0.5012389292623967,HIGH,50.12,Schedule inspection within 7 days
AST027881,2026-05-25,0,0.2438118063984128,0,0.2438118063984128,MEDIUM,24.38,Monitor asset condition
AST027882,2026-05-25,0,0.3221181886464784,0,0.3221181886464784,MEDIUM,32.21,Monitor asset condition
AST027883,2026-05-25,0,0.4327765507599457,0,0.4327765507599457,HIGH,43.28,Schedule inspection within 7 days
AST027884,2026-05-25,0,0.4213540969049058,0,0.4213540969049058,HIGH,42.14,Schedule inspection within 7 days
AST027885,2026-05-25,0,0.6081459742436065,1,0.6081459742436065,CRITICAL,60.81,Immediate inspection
AST027886,2026-05-25,1,0.568396034386269,1,0.568396034386269,HIGH,56.84,Schedule inspection within 7 days
AST027887,2026-05-25,0,0.3188749144627438,0,0.3188749144627438,MEDIUM,31.89,Monitor asset condition
AST027888,2026-05-25,0,0.4983534071391643,0,0.4983534071391643,HIGH,49.84,Schedule inspection within 7 days
AST027889,2026-05-25,0,0.502042155184256,1,0.502042155184256,HIGH,50.2,Schedule inspection within 7 days
AST027890,2026-05-25,0,0.5681190247440249,1,0.5681190247440249,HIGH,56.81,Schedule inspection within 7 days
AST027891,2026-05-25,0,0.3735123036347353,0,0.3735123036347353,MEDIUM,37.35,Monitor asset condition
AST027892,2026-05-25,0,0.4380520698245701,0,0.4380520698245701,HIGH,43.81,Schedule inspection within 7 days
AST027893,2026-05-25,0,0.0020536639936983,0,0.0020536639936983,LOW,0.21,Routine monitoring
AST027894,2026-05-25,0,0.5049514654856812,1,0.5049514654856812,HIGH,50.5,Schedule inspection within 7 days
AST027895,2026-05-25,0,0.3193049440763333,0,0.3193049440763333,MEDIUM,31.93,Monitor asset condition
AST027838,2026-05-25,0,0.323673169039306,0,0.323673169039306,MEDIUM,32.37,Monitor asset condition
AST027755,2026-05-25,0,0.5881385945441456,1,0.5881385945441456,HIGH,58.81,Schedule inspection within 7 days
AST027837,2026-05-25,0,0.3111287745855309,0,0.3111287745855309,MEDIUM,31.11,Monitor asset condition
AST027834,2026-05-25,0,0.3593348294804565,0,0.3593348294804565,MEDIUM,35.93,Monitor asset condition
AST027777,2026-05-25,0,0.3852668637329187,0,0.3852668637329187,MEDIUM,38.53,Monitor asset condition
AST027778,2026-05-25,1,0.415505785505971,0,0.415505785505971,HIGH,41.55,Schedule inspection within 7 days
AST027779,2026-05-25,0,0.2599519825584804,0,0.2599519825584804,MEDIUM,26.0,Monitor asset condition
AST027780,2026-05-25,0,0.5555653974671296,1,0.5555653974671296,HIGH,55.56,Schedule inspection within 7 days
AST027781,2026-05-25,0,0.5058396548908365,1,0.5058396548908365,HIGH,50.58,Schedule inspection within 7 days
AST027782,2026-05-25,0,0.5035654096335792,1,0.5035654096335792,HIGH,50.36,Schedule inspection within 7 days
AST027783,2026-05-25,0,0.0017913441997452,0,0.0017913441997452,LOW,0.18,Routine monitoring
AST027776,2026-05-25,0,0.5691247965577875,1,0.5691247965577875,HIGH,56.91,Schedule inspection within 7 days
AST027784,2026-05-25,0,0.0019905692383736,0,0.0019905692383736,LOW,0.2,Routine monitoring
AST027786,2026-05-25,0,0.0020317552991599,0,0.0020317552991599,LOW,0.2,Routine monitoring
AST027787,2026-05-25,0,0.3103157138692556,0,0.3103157138692556,MEDIUM,31.03,Monitor asset condition
AST027788,2026-05-25,0,0.6118950544152014,1,0.6118950544152014,CRITICAL,61.19,Immediate inspection
AST027789,2026-05-25,0,0.4045340551282284,0,0.4045340551282284,HIGH,40.45,Schedule inspection within 7 days
AST027790,2026-05-25,0,0.3289364845859717,0,0.3289364845859717,MEDIUM,32.89,Monitor asset condition
